task,wh_name,logic_adjusted_new_step_duration_minutes
Verify Order,BEYONDRX_OH,9.14
Verify Fill,OHIO,12.18
Verify Batch,BEYONDRX_AZ,8.09
Verify Batch,BEYONDRX_AZ,12.25
Verify Batch,OHIO,8.2
Verify Batch,BEYONDRX_OH,3.16
Verify Order,OHIO,17.44
Verify Batch,BEYONDRX_AZ,7.08
Verify Batch,OHIO,21.0
Verify Fill,BEYONDRX_AZ,3.83
Verify Fill,BEYONDRX_AZ,5.96
Verify Fill,BEYONDRX_OH,6.85
Verify Batch,BEYONDRX_OH,5.72
Verify Batch,OHIO,7.73
Verify Fill,BEYONDRX_AZ,12.13
Verify Order,BEYONDRX_AZ,8.81
Verify Batch,BEYONDRX_OH,8.75
Verify Batch,BEYONDRX_OH,6.17
Verify Order,BEYONDRX_OH,7.72
Verify Order,BEYONDRX_AZ,11.48
Verify Fill,BEYONDRX_AZ,9.05
Verify Order,OHIO,10.02
Verify Order,BEYONDRX_AZ,20.11
Verify Order,OHIO,6.32
Verify Batch,OHIO,5.85
Verify Batch,BEYONDRX_AZ,7.67
Verify Fill,OHIO,11.57
Verify Fill,OHIO,8.09
Verify Batch,OHIO,5.73
Verify Fill,BEYONDRX_OH,6.75
Verify Batch,BEYONDRX_OH,9.79
Verify Order,BEYONDRX_OH,13.36
Verify Order,BEYONDRX_AZ,3.89
Verify Fill,OHIO,4.36
Verify Fill,BEYONDRX_AZ,5.93
Verify Batch,OHIO,10.99
Verify Fill,OHIO,1.57
Verify Fill,BEYONDRX_AZ,2.65
Verify Order,BEYONDRX_AZ,5.94
Verify Order,BEYONDRX_OH,16.39
Verify Order,BEYONDRX_OH,14.3
Verify Batch,BEYONDRX_AZ,12.93
Verify Fill,OHIO,13.9
Verify Batch,OHIO,9.78
Verify Order,BEYONDRX_AZ,6.98
Verify Order,OHIO,6.41
Verify Order,BEYONDRX_OH,7.3
Verify Order,OHIO,13.64
Verify Batch,BEYONDRX_OH,10.67
Verify Batch,BEYONDRX_OH,13.26
Verify Batch,OHIO,3.02
Verify Order,OHIO,5.42
Verify Fill,BEYONDRX_OH,8.13
Verify Fill,OHIO,4.74
Verify Batch,OHIO,10.53
Verify Batch,BEYONDRX_OH,4.94
Verify Order,BEYONDRX_OH,5.66
Verify Fill,OHIO,11.7
Verify Fill,BEYONDRX_OH,6.38
Verify Fill,OHIO,9.75
Verify Fill,OHIO,3.82
Verify Batch,BEYONDRX_OH,3.3
Verify Order,OHIO,16.12
Verify Fill,OHIO,9.29
Verify Fill,OHIO,8.06
Verify Batch,BEYONDRX_OH,8.26
Verify Fill,BEYONDRX_OH,8.74
Verify Fill,BEYONDRX_OH,17.23
Verify Fill,BEYONDRX_AZ,4.32
Verify Order,BEYONDRX_OH,13.82
Verify Batch,BEYONDRX_OH,5.99
Verify Order,OHIO,9.77
Verify Order,OHIO,9.91
Verify Fill,BEYONDRX_AZ,11.87
Verify Order,BEYONDRX_AZ,7.12
Verify Order,BEYONDRX_OH,3.21
Verify Order,BEYONDRX_OH,5.73
Verify Fill,BEYONDRX_AZ,5.88
Verify Batch,BEYONDRX_OH,15.29
Verify Order,BEYONDRX_OH,6.29
Verify Batch,OHIO,7.37
Verify Fill,BEYONDRX_OH,10.02
Verify Batch,BEYONDRX_OH,6.96
Verify Fill,BEYONDRX_OH,6.18
Verify Batch,BEYONDRX_OH,8.37
Verify Fill,OHIO,3.84
Verify Order,OHIO,4.83
Verify Batch,BEYONDRX_OH,8.25
Verify Fill,BEYONDRX_AZ,6.85
Verify Fill,OHIO,7.32
Verify Fill,BEYONDRX_OH,6.25
Verify Batch,BEYONDRX_AZ,13.92
Verify Batch,BEYONDRX_OH,12.15
Verify Batch,OHIO,8.08
Verify Fill,OHIO,4.84
Verify Order,BEYONDRX_AZ,6.81
Verify Fill,OHIO,7.41
Verify Batch,OHIO,3.0
Verify Batch,BEYONDRX_AZ,10.93
Verify Order,BEYONDRX_OH,10.74
Verify Fill,OHIO,8.45
Verify Fill,OHIO,12.83
Verify Batch,BEYONDRX_OH,3.48
Verify Batch,BEYONDRX_OH,9.26
Verify Fill,BEYONDRX_AZ,3.9
Verify Fill,BEYONDRX_AZ,8.42
Verify Fill,OHIO,7.19
Verify Fill,BEYONDRX_OH,11.96
Verify Batch,BEYONDRX_OH,4.94
Verify Batch,BEYONDRX_AZ,5.18
Verify Batch,OHIO,9.53
Verify Fill,OHIO,12.5
Verify Batch,BEYONDRX_AZ,8.87
Verify Batch,OHIO,10.66
Verify Order,OHIO,9.67
Verify Order,BEYONDRX_OH,10.42
Verify Order,BEYONDRX_OH,9.21
Verify Fill,BEYONDRX_AZ,6.73
Verify Order,BEYONDRX_AZ,10.09
Verify Fill,BEYONDRX_AZ,8.13
Verify Order,BEYONDRX_AZ,2.98
Verify Fill,BEYONDRX_OH,4.31
Verify Fill,BEYONDRX_AZ,7.54
Verify Batch,OHIO,5.47
Verify Fill,BEYONDRX_OH,9.28
Verify Batch,OHIO,10.04
Verify Order,OHIO,7.48
Verify Batch,BEYONDRX_OH,16.27
Verify Batch,OHIO,13.0
Verify Fill,BEYONDRX_AZ,17.62
Verify Batch,OHIO,3.42
Verify Order,BEYONDRX_AZ,6.06
Verify Order,BEYONDRX_AZ,6.59
Verify Fill,OHIO,7.5
Verify Fill,BEYONDRX_AZ,9.1
Verify Fill,OHIO,14.7
Verify Fill,BEYONDRX_OH,11.4
Verify Batch,OHIO,15.57
Verify Order,OHIO,7.19
Verify Order,BEYONDRX_AZ,6.18
Verify Fill,BEYONDRX_OH,11.52
Verify Order,OHIO,3.81
Verify Order,OHIO,13.69
Verify Order,OHIO,5.24
Verify Fill,BEYONDRX_AZ,6.95
Verify Order,BEYONDRX_OH,9.23
Verify Order,BEYONDRX_AZ,7.65
Verify Order,BEYONDRX_AZ,6.51
Verify Batch,BEYONDRX_AZ,6.85
Verify Fill,BEYONDRX_OH,6.07
Verify Fill,BEYONDRX_AZ,15.06
Verify Order,OHIO,4.4
Verify Fill,OHIO,5.3
Verify Batch,BEYONDRX_AZ,11.24
Verify Fill,BEYONDRX_OH,5.08
Verify Fill,OHIO,6.45
Verify Batch,BEYONDRX_OH,3.85
Verify Fill,BEYONDRX_AZ,4.6
Verify Order,BEYONDRX_AZ,5.15
Verify Order,BEYONDRX_OH,10.54
Verify Order,BEYONDRX_OH,8.03
Verify Order,BEYONDRX_AZ,8.12
Verify Batch,BEYONDRX_OH,11.39
Verify Fill,BEYONDRX_OH,6.04
Verify Batch,OHIO,6.45
Verify Fill,BEYONDRX_OH,6.6
Verify Fill,BEYONDRX_AZ,7.91
Verify Fill,BEYONDRX_AZ,8.19
Verify Batch,BEYONDRX_AZ,7.99
Verify Fill,BEYONDRX_OH,5.89
Verify Order,BEYONDRX_OH,11.61
Verify Batch,BEYONDRX_OH,5.63
Verify Fill,OHIO,6.98
Verify Fill,BEYONDRX_OH,12.04
Verify Order,BEYONDRX_AZ,10.79
Verify Order,BEYONDRX_AZ,3.89
Verify Fill,BEYONDRX_OH,6.99
Verify Fill,BEYONDRX_AZ,8.37
Verify Batch,BEYONDRX_OH,12.35
Verify Order,BEYONDRX_OH,5.83
Verify Batch,BEYONDRX_AZ,11.57
Verify Order,OHIO,10.33
Verify Fill,OHIO,5.37
Verify Fill,BEYONDRX_AZ,9.4
Verify Fill,BEYONDRX_AZ,6.98
Verify Batch,BEYONDRX_AZ,6.6
Verify Batch,BEYONDRX_AZ,7.82
Verify Order,OHIO,10.0
Verify Batch,BEYONDRX_AZ,5.38
Verify Order,BEYONDRX_AZ,8.31
Verify Batch,OHIO,11.23
Verify Fill,OHIO,5.98
Verify Batch,OHIO,6.6
Verify Batch,BEYONDRX_OH,4.34
Verify Fill,OHIO,6.79
Verify Order,BEYONDRX_AZ,5.14
Verify Batch,BEYONDRX_OH,7.0
Verify Batch,BEYONDRX_AZ,10.05
Verify Order,OHIO,14.36
Verify Fill,BEYONDRX_AZ,4.64
Verify Fill,OHIO,12.84
Verify Order,BEYONDRX_OH,9.77
Verify Batch,BEYONDRX_AZ,8.93
Verify Batch,BEYONDRX_AZ,5.95
Verify Fill,BEYONDRX_OH,16.02
Verify Fill,BEYONDRX_OH,5.88
Verify Fill,BEYONDRX_AZ,7.18
Verify Batch,BEYONDRX_OH,19.95
Verify Batch,BEYONDRX_AZ,10.73
Verify Order,BEYONDRX_OH,11.2
Verify Batch,BEYONDRX_OH,4.78
Verify Fill,OHIO,12.19
Verify Fill,BEYONDRX_OH,12.31
Verify Batch,BEYONDRX_AZ,7.16
Verify Order,OHIO,16.05
Verify Fill,BEYONDRX_OH,9.88
Verify Fill,OHIO,17.29
Verify Fill,OHIO,10.03
Verify Fill,BEYONDRX_OH,4.56
Verify Batch,BEYONDRX_OH,2.74
Verify Batch,BEYONDRX_AZ,11.99
Verify Order,BEYONDRX_AZ,5.71
Verify Fill,BEYONDRX_AZ,19.08
Verify Batch,BEYONDRX_OH,4.95
Verify Fill,BEYONDRX_OH,13.4
Verify Fill,BEYONDRX_OH,7.57
Verify Order,OHIO,13.92
Verify Order,BEYONDRX_AZ,10.18
Verify Order,BEYONDRX_AZ,6.83
Verify Order,BEYONDRX_OH,5.63
Verify Order,BEYONDRX_AZ,10.39
Verify Fill,OHIO,6.35
Verify Batch,OHIO,10.17
Verify Fill,BEYONDRX_OH,8.81
Verify Fill,BEYONDRX_OH,6.64
Verify Order,BEYONDRX_AZ,5.93
Verify Order,BEYONDRX_AZ,4.88
Verify Order,OHIO,5.72
Verify Order,BEYONDRX_OH,6.88
Verify Batch,BEYONDRX_OH,7.66
Verify Batch,BEYONDRX_AZ,3.02
Verify Fill,OHIO,11.46
Verify Order,BEYONDRX_AZ,5.61
Verify Order,OHIO,9.44
Verify Order,BEYONDRX_AZ,6.66
Verify Batch,OHIO,7.93
Verify Fill,BEYONDRX_OH,10.16
Verify Order,BEYONDRX_OH,6.91
Verify Batch,OHIO,9.32
Verify Fill,BEYONDRX_AZ,7.31
Verify Order,OHIO,5.95
Verify Order,BEYONDRX_OH,6.58
Verify Order,BEYONDRX_OH,6.2
Verify Batch,OHIO,5.73
Verify Fill,OHIO,9.3
Verify Order,BEYONDRX_OH,3.0
Verify Batch,OHIO,15.07
Verify Order,BEYONDRX_OH,9.81
Verify Batch,OHIO,3.45
Verify Fill,BEYONDRX_AZ,10.7
Verify Fill,BEYONDRX_OH,6.76
Verify Order,OHIO,15.53
Verify Batch,OHIO,11.66
Verify Fill,BEYONDRX_AZ,12.42
Verify Fill,OHIO,6.55
Verify Order,BEYONDRX_OH,3.28
Verify Fill,BEYONDRX_OH,12.4
Verify Batch,OHIO,3.3
Verify Fill,OHIO,4.15
Verify Batch,OHIO,4.38
Verify Batch,BEYONDRX_OH,7.21
Verify Fill,BEYONDRX_AZ,13.03
Verify Order,BEYONDRX_AZ,12.38
Verify Order,BEYONDRX_AZ,8.01
Verify Order,BEYONDRX_OH,13.01
Verify Batch,BEYONDRX_OH,3.98
Verify Fill,OHIO,4.54
Verify Fill,BEYONDRX_OH,1.76
Verify Order,BEYONDRX_OH,12.46
Verify Fill,OHIO,5.41
Verify Order,BEYONDRX_AZ,5.78
Verify Batch,OHIO,6.08
Verify Order,BEYONDRX_OH,8.48
Verify Order,BEYONDRX_AZ,9.4
Verify Order,OHIO,10.28
Verify Fill,OHIO,4.69
Verify Batch,BEYONDRX_OH,6.52
Verify Fill,OHIO,6.15
Verify Batch,BEYONDRX_AZ,6.73
Verify Fill,BEYONDRX_AZ,2.72
Verify Batch,BEYONDRX_OH,6.31
Verify Batch,OHIO,7.35
Verify Batch,OHIO,14.29
Verify Batch,BEYONDRX_AZ,10.73
Verify Fill,BEYONDRX_OH,6.48
Verify Fill,OHIO,12.7
Verify Order,BEYONDRX_AZ,16.43
Verify Fill,BEYONDRX_OH,10.9
Verify Order,OHIO,12.67
Verify Order,BEYONDRX_OH,9.67
Verify Order,BEYONDRX_AZ,3.72
Verify Order,BEYONDRX_AZ,2.1
Verify Fill,OHIO,5.77
Verify Batch,OHIO,13.54
Verify Fill,BEYONDRX_OH,6.33
Verify Order,OHIO,5.16
Verify Fill,BEYONDRX_OH,12.28
Verify Fill,BEYONDRX_AZ,5.15
Verify Fill,BEYONDRX_AZ,11.41
Verify Order,BEYONDRX_AZ,4.52
Verify Batch,BEYONDRX_OH,6.15
Verify Order,BEYONDRX_AZ,12.8
Verify Fill,BEYONDRX_AZ,5.18
Verify Fill,BEYONDRX_AZ,15.59
Verify Fill,BEYONDRX_OH,4.83
Verify Batch,BEYONDRX_OH,10.95
Verify Batch,OHIO,6.05
Verify Order,BEYONDRX_AZ,7.29
Verify Order,BEYONDRX_AZ,4.89
Verify Batch,BEYONDRX_OH,5.27
Verify Order,OHIO,11.97
Verify Order,BEYONDRX_OH,7.01
Verify Batch,BEYONDRX_OH,6.27
Verify Batch,OHIO,12.03
Verify Fill,BEYONDRX_OH,5.51
Verify Fill,BEYONDRX_OH,9.18
Verify Order,BEYONDRX_OH,9.49
Verify Fill,BEYONDRX_OH,5.33
Verify Fill,BEYONDRX_AZ,7.2
Verify Batch,OHIO,2.87
Verify Batch,OHIO,15.95
Verify Order,OHIO,3.95
Verify Batch,OHIO,4.55
Verify Order,BEYONDRX_AZ,8.92
Verify Order,BEYONDRX_AZ,4.76
Verify Batch,BEYONDRX_OH,5.41
Verify Fill,BEYONDRX_AZ,6.55
Verify Fill,BEYONDRX_AZ,6.32
Verify Fill,BEYONDRX_OH,3.72
Verify Fill,OHIO,9.0
Verify Order,BEYONDRX_OH,6.26
Verify Batch,BEYONDRX_AZ,10.9
Verify Fill,BEYONDRX_OH,6.2
Verify Order,BEYONDRX_OH,15.33
Verify Batch,BEYONDRX_OH,16.86
Verify Fill,BEYONDRX_AZ,8.08
Verify Order,OHIO,9.63
Verify Fill,BEYONDRX_OH,4.41
Verify Order,OHIO,3.22
Verify Order,OHIO,4.39
Verify Batch,OHIO,12.46
Verify Order,BEYONDRX_OH,5.79
Verify Fill,BEYONDRX_AZ,4.15
Verify Fill,BEYONDRX_AZ,6.94
Verify Order,OHIO,3.82
Verify Order,BEYONDRX_OH,6.85
Verify Order,OHIO,15.03
Verify Batch,BEYONDRX_OH,10.01
Verify Order,BEYONDRX_AZ,9.26
Verify Fill,BEYONDRX_OH,7.55
Verify Fill,BEYONDRX_OH,8.89
Verify Fill,OHIO,8.64
Verify Fill,BEYONDRX_AZ,3.9
Verify Batch,BEYONDRX_AZ,12.84
Verify Batch,BEYONDRX_OH,6.93
Verify Batch,BEYONDRX_OH,11.34
Verify Batch,OHIO,7.4
Verify Batch,BEYONDRX_AZ,7.86
Verify Batch,OHIO,6.57
Verify Batch,BEYONDRX_OH,6.57
Verify Order,BEYONDRX_AZ,7.82
Verify Fill,BEYONDRX_AZ,6.2
Verify Batch,BEYONDRX_AZ,6.63
Verify Order,BEYONDRX_AZ,6.41
Verify Batch,BEYONDRX_AZ,7.04
Verify Batch,OHIO,9.81
Verify Batch,BEYONDRX_AZ,7.48
Verify Fill,BEYONDRX_AZ,7.61
Verify Fill,BEYONDRX_AZ,11.96
Verify Fill,OHIO,4.92
Verify Fill,BEYONDRX_AZ,7.33
Verify Fill,BEYONDRX_AZ,5.61
Verify Fill,BEYONDRX_OH,3.98
Verify Order,BEYONDRX_AZ,6.49
Verify Order,BEYONDRX_AZ,9.81
Verify Fill,OHIO,9.27
Verify Fill,BEYONDRX_OH,6.84
Verify Fill,BEYONDRX_OH,6.04
Verify Fill,BEYONDRX_AZ,9.54
Verify Batch,BEYONDRX_AZ,8.7
Verify Order,BEYONDRX_AZ,12.33
Verify Batch,OHIO,11.31
Verify Fill,BEYONDRX_AZ,11.35
Verify Fill,OHIO,3.16
Verify Order,OHIO,12.54
Verify Fill,BEYONDRX_OH,5.26
Verify Batch,BEYONDRX_OH,5.8
Verify Batch,BEYONDRX_AZ,7.71
Verify Order,BEYONDRX_OH,7.21
Verify Batch,BEYONDRX_AZ,16.18
Verify Batch,BEYONDRX_AZ,7.6
Verify Fill,BEYONDRX_AZ,9.09
Verify Fill,BEYONDRX_AZ,12.94
Verify Fill,BEYONDRX_OH,7.59
Verify Order,BEYONDRX_OH,8.73
Verify Order,OHIO,8.39
Verify Fill,BEYONDRX_OH,7.78
Verify Batch,BEYONDRX_AZ,13.83
Verify Batch,BEYONDRX_OH,6.14
Verify Batch,OHIO,5.17
Verify Fill,BEYONDRX_OH,7.34
Verify Batch,BEYONDRX_AZ,5.02
Verify Order,BEYONDRX_AZ,5.72
Verify Batch,BEYONDRX_OH,1.96
Verify Order,OHIO,4.92
Verify Fill,BEYONDRX_AZ,10.63
Verify Batch,OHIO,7.39
Verify Order,BEYONDRX_AZ,11.97
Verify Fill,BEYONDRX_AZ,10.77
Verify Order,BEYONDRX_AZ,3.85
Verify Fill,OHIO,8.38
Verify Fill,BEYONDRX_OH,16.08
Verify Fill,BEYONDRX_OH,6.28
Verify Order,BEYONDRX_OH,9.91
Verify Fill,OHIO,11.05
Verify Batch,OHIO,11.89
Verify Batch,BEYONDRX_AZ,5.93
Verify Order,BEYONDRX_OH,3.32
Verify Fill,BEYONDRX_AZ,9.02
Verify Batch,BEYONDRX_AZ,11.46
Verify Batch,BEYONDRX_OH,4.0
Verify Batch,BEYONDRX_AZ,16.1
Verify Order,BEYONDRX_OH,6.59
Verify Batch,BEYONDRX_OH,5.82
Verify Fill,OHIO,9.79
Verify Order,BEYONDRX_OH,6.36
Verify Batch,OHIO,3.64
Verify Order,BEYONDRX_AZ,10.21
Verify Order,BEYONDRX_AZ,6.24
Verify Order,OHIO,6.63
Verify Order,BEYONDRX_OH,11.17
Verify Fill,BEYONDRX_AZ,6.86
Verify Order,BEYONDRX_OH,2.75
Verify Fill,BEYONDRX_OH,5.8
Verify Fill,BEYONDRX_OH,9.82
Verify Order,OHIO,7.87
Verify Order,OHIO,12.91
Verify Fill,BEYONDRX_AZ,5.36
Verify Order,BEYONDRX_AZ,12.9
Verify Fill,OHIO,7.42
Verify Fill,BEYONDRX_AZ,3.85
Verify Order,BEYONDRX_AZ,4.25
Verify Fill,BEYONDRX_AZ,5.64
Verify Order,OHIO,7.62
Verify Batch,OHIO,8.45
Verify Order,BEYONDRX_AZ,19.23
Verify Fill,BEYONDRX_AZ,6.79
Verify Order,BEYONDRX_OH,11.65
Verify Order,BEYONDRX_OH,8.51
Verify Fill,BEYONDRX_OH,16.11
Verify Fill,BEYONDRX_AZ,10.7
Verify Order,BEYONDRX_OH,7.16
Verify Order,BEYONDRX_OH,8.8
Verify Batch,BEYONDRX_AZ,7.21
Verify Fill,BEYONDRX_OH,6.33
Verify Fill,BEYONDRX_OH,11.68
Verify Fill,OHIO,18.09
Verify Order,BEYONDRX_AZ,6.94
Verify Fill,BEYONDRX_AZ,9.84
Verify Fill,OHIO,12.06
Verify Fill,BEYONDRX_AZ,10.7
Verify Fill,BEYONDRX_OH,21.8
Verify Order,OHIO,7.28
Verify Order,BEYONDRX_OH,9.57
Verify Fill,OHIO,6.48
Verify Batch,OHIO,6.69
Verify Order,BEYONDRX_AZ,3.52
Verify Batch,BEYONDRX_AZ,17.91
Verify Order,OHIO,5.18
Verify Batch,BEYONDRX_AZ,15.86
Verify Batch,OHIO,10.88
Verify Order,OHIO,10.44
Verify Batch,OHIO,11.93
Verify Batch,BEYONDRX_AZ,3.82
Verify Order,OHIO,8.44
Verify Order,BEYONDRX_OH,2.28
Verify Batch,OHIO,6.54
Verify Fill,BEYONDRX_AZ,12.17
Verify Order,BEYONDRX_OH,8.87
Verify Fill,BEYONDRX_OH,7.03
Verify Fill,BEYONDRX_OH,6.31
Verify Order,BEYONDRX_OH,5.98
Verify Order,BEYONDRX_AZ,14.06
Verify Batch,BEYONDRX_AZ,1.35
Verify Order,BEYONDRX_AZ,11.54
Verify Batch,BEYONDRX_AZ,6.9
Verify Batch,BEYONDRX_OH,11.69
Verify Batch,BEYONDRX_AZ,9.39
Verify Batch,BEYONDRX_OH,4.96
Verify Fill,OHIO,12.84
Verify Fill,BEYONDRX_OH,6.98
Verify Batch,BEYONDRX_OH,11.98
Verify Order,OHIO,7.7
Verify Order,BEYONDRX_AZ,11.7
Verify Batch,BEYONDRX_AZ,9.48
Verify Batch,OHIO,7.48
Verify Fill,BEYONDRX_AZ,16.75
Verify Order,OHIO,9.74
Verify Batch,OHIO,8.05
Verify Batch,BEYONDRX_AZ,15.04
Verify Fill,OHIO,8.09
Verify Order,BEYONDRX_OH,12.28
Verify Fill,BEYONDRX_AZ,9.07
Verify Fill,BEYONDRX_AZ,9.06
Verify Fill,BEYONDRX_OH,6.93
Verify Batch,OHIO,4.19
Verify Fill,BEYONDRX_OH,5.67
Verify Batch,OHIO,10.25
Verify Fill,OHIO,12.33
Verify Batch,BEYONDRX_OH,7.06
Verify Fill,BEYONDRX_AZ,7.58
Verify Fill,BEYONDRX_OH,11.01
Verify Batch,OHIO,15.41
Verify Batch,BEYONDRX_AZ,3.46
Verify Batch,BEYONDRX_OH,1.84
Verify Order,BEYONDRX_AZ,5.99
Verify Order,OHIO,4.68
Verify Batch,BEYONDRX_AZ,6.83
Verify Batch,BEYONDRX_OH,13.41
Verify Fill,BEYONDRX_OH,9.54
Verify Order,BEYONDRX_OH,6.71
Verify Fill,OHIO,8.02
Verify Batch,OHIO,7.47
Verify Order,OHIO,3.77
Verify Batch,BEYONDRX_OH,9.61
Verify Fill,BEYONDRX_AZ,6.33
Verify Order,BEYONDRX_OH,11.42
Verify Batch,OHIO,4.02
Verify Batch,OHIO,10.0
Verify Fill,BEYONDRX_OH,5.45
Verify Order,BEYONDRX_AZ,7.09
Verify Order,BEYONDRX_OH,13.61
Verify Fill,BEYONDRX_OH,5.34
Verify Order,BEYONDRX_OH,8.51
Verify Batch,BEYONDRX_OH,16.18
Verify Order,BEYONDRX_AZ,4.21
Verify Fill,OHIO,8.78
Verify Order,BEYONDRX_OH,17.51
Verify Order,OHIO,7.39
Verify Order,BEYONDRX_AZ,10.04
Verify Batch,OHIO,6.72
Verify Fill,OHIO,6.61
Verify Fill,OHIO,5.67
Verify Batch,BEYONDRX_AZ,7.01
Verify Fill,BEYONDRX_OH,15.32
Verify Fill,OHIO,6.12
Verify Fill,OHIO,5.95
Verify Order,BEYONDRX_OH,7.76
Verify Order,OHIO,5.51
Verify Fill,OHIO,4.93
Verify Fill,BEYONDRX_AZ,5.48
Verify Fill,BEYONDRX_AZ,6.51
Verify Fill,BEYONDRX_AZ,6.36
Verify Order,OHIO,8.09
Verify Batch,OHIO,3.62
Verify Fill,OHIO,11.59
Verify Fill,OHIO,3.88
Verify Batch,BEYONDRX_OH,7.65
Verify Order,OHIO,7.46
Verify Order,BEYONDRX_OH,5.43
Verify Fill,OHIO,7.79
Verify Batch,BEYONDRX_OH,5.45
Verify Order,BEYONDRX_AZ,14.19
Verify Batch,BEYONDRX_OH,17.92
Verify Batch,BEYONDRX_AZ,6.04
Verify Order,BEYONDRX_AZ,9.73
Verify Fill,BEYONDRX_OH,6.92
Verify Fill,OHIO,11.22
Verify Batch,BEYONDRX_OH,1.92
Verify Fill,BEYONDRX_AZ,5.31
Verify Order,OHIO,4.87
Verify Fill,BEYONDRX_OH,7.94
Verify Fill,BEYONDRX_OH,9.51
Verify Fill,OHIO,7.93
Verify Batch,OHIO,6.5
Verify Order,BEYONDRX_AZ,2.09
Verify Fill,BEYONDRX_OH,11.55
Verify Batch,BEYONDRX_AZ,4.02
Verify Batch,BEYONDRX_OH,8.97
Verify Batch,BEYONDRX_OH,10.88
Verify Batch,BEYONDRX_AZ,7.47
Verify Fill,BEYONDRX_AZ,10.28
Verify Order,OHIO,5.03
Verify Order,BEYONDRX_AZ,4.85
Verify Order,BEYONDRX_AZ,14.79
Verify Batch,BEYONDRX_OH,9.82
Verify Order,BEYONDRX_OH,11.73
Verify Order,BEYONDRX_OH,7.41
Verify Batch,BEYONDRX_AZ,8.36
Verify Fill,BEYONDRX_OH,15.0
Verify Order,BEYONDRX_OH,14.8
Verify Batch,BEYONDRX_AZ,3.62
Verify Fill,BEYONDRX_AZ,8.43
Verify Order,BEYONDRX_OH,11.19
Verify Fill,OHIO,8.34
Verify Order,BEYONDRX_OH,13.07
Verify Batch,BEYONDRX_OH,6.43
Verify Fill,BEYONDRX_AZ,8.35
Verify Fill,BEYONDRX_OH,7.61
Verify Batch,BEYONDRX_OH,10.54
Verify Fill,OHIO,6.72
Verify Fill,OHIO,5.24
Verify Batch,BEYONDRX_AZ,4.22
Verify Fill,BEYONDRX_OH,6.11
Verify Batch,BEYONDRX_AZ,4.71
Verify Order,OHIO,4.3
Verify Order,BEYONDRX_AZ,16.24
Verify Order,BEYONDRX_OH,8.66
Verify Batch,BEYONDRX_OH,11.24
Verify Batch,BEYONDRX_OH,8.55
Verify Batch,BEYONDRX_AZ,18.67
Verify Order,OHIO,13.1
Verify Batch,OHIO,9.06
Verify Order,BEYONDRX_OH,6.98
Verify Fill,BEYONDRX_OH,9.98
Verify Order,BEYONDRX_AZ,2.58
Verify Order,BEYONDRX_OH,21.47
Verify Batch,OHIO,13.38
Verify Order,BEYONDRX_OH,9.36
Verify Batch,OHIO,15.54
Verify Fill,OHIO,9.28
Verify Order,BEYONDRX_OH,9.86
Verify Fill,OHIO,9.56
Verify Fill,BEYONDRX_AZ,6.91
Verify Order,BEYONDRX_OH,3.27
Verify Fill,BEYONDRX_AZ,9.6
Verify Batch,OHIO,7.83
Verify Fill,BEYONDRX_OH,9.39
Verify Order,BEYONDRX_AZ,4.65
Verify Order,BEYONDRX_OH,10.53
Verify Fill,BEYONDRX_AZ,2.81
Verify Fill,BEYONDRX_AZ,8.68
Verify Batch,OHIO,7.11
Verify Fill,BEYONDRX_AZ,4.69
Verify Fill,BEYONDRX_OH,8.54
Verify Fill,OHIO,7.54
Verify Order,BEYONDRX_OH,11.9
Verify Fill,BEYONDRX_OH,3.68
Verify Order,BEYONDRX_AZ,16.07
Verify Order,BEYONDRX_AZ,14.78
Verify Fill,BEYONDRX_OH,3.37
Verify Fill,BEYONDRX_OH,8.08
Verify Order,OHIO,15.12
Verify Fill,OHIO,11.5
Verify Batch,OHIO,7.25
Verify Order,OHIO,6.27
Verify Order,OHIO,10.04
Verify Batch,OHIO,6.82
Verify Fill,OHIO,12.01
Verify Batch,OHIO,7.98
Verify Batch,BEYONDRX_OH,2.48
Verify Order,BEYONDRX_OH,14.56
Verify Fill,OHIO,10.31
Verify Batch,BEYONDRX_OH,8.33
Verify Batch,BEYONDRX_AZ,15.42
Verify Fill,BEYONDRX_AZ,20.59
Verify Batch,BEYONDRX_OH,3.92
Verify Fill,BEYONDRX_AZ,5.52
Verify Batch,BEYONDRX_AZ,9.05
Verify Fill,BEYONDRX_AZ,5.29
Verify Batch,OHIO,6.15
Verify Order,OHIO,5.58
Verify Order,OHIO,5.62
Verify Batch,BEYONDRX_AZ,19.15
Verify Fill,OHIO,8.27
Verify Fill,BEYONDRX_AZ,8.06
Verify Order,OHIO,12.21
Verify Batch,OHIO,6.73
Verify Order,BEYONDRX_OH,4.2
Verify Fill,OHIO,3.69
Verify Batch,BEYONDRX_AZ,3.63
Verify Batch,OHIO,13.88
Verify Batch,BEYONDRX_AZ,17.77
Verify Fill,BEYONDRX_OH,8.65
Verify Order,BEYONDRX_AZ,5.94
Verify Batch,BEYONDRX_OH,4.55
Verify Fill,BEYONDRX_OH,10.88
Verify Order,BEYONDRX_OH,12.69
Verify Order,OHIO,7.15
Verify Order,BEYONDRX_AZ,3.02
Verify Fill,BEYONDRX_OH,2.48
Verify Fill,BEYONDRX_AZ,6.06
Verify Batch,BEYONDRX_AZ,6.16
Verify Batch,BEYONDRX_OH,8.68
Verify Batch,OHIO,10.89
Verify Order,OHIO,8.96
